"","tag","p_tag","sex","partner_type","age","p_age","pers","p_pers","pair_id","cycle","cycle_p_tag","cycle_pair","new_part","NumDays","breed_stage","no_hours","part_prev_bout"
"268",27639,25286,"Male","Partner",24,27,3.668077,3.5844,"25286_27639","B","B_25286","B_25286_27639",1,116,"brood",37.66666667,3
"269",27639,25286,"Male","Partner",24,27,3.668077,3.5844,"25286_27639","B","B_25286","B_25286_27639",1,99,"brood",74.83333333,120.66672
"270",27639,25286,"Male","Partner",24,27,3.668077,3.5844,"25286_27639","B","B_25286","B_25286_27639",1,109,"brood",93.66666667,1.16664
"271",27639,25286,"Male","Partner",24,27,3.668077,3.5844,"25286_27639","B","B_25286","B_25286_27639",1,115,"brood",16,55.83336
"272",27641,19963,"Male","Partner",22,14,1.892628,1.477475,"19963_27641","B","B_19963","B_19963_27641",0,107,"brood",29.33333333,61.33344
"273",27641,19963,"Male","Partner",22,14,1.892628,1.477475,"19963_27641","B","B_19963","B_19963_27641",0,111,"brood",73.16666667,69.83328
"274",27641,19963,"Male","Partner",22,14,1.892628,1.477475,"19963_27641","B","B_19963","B_19963_27641",0,115,"brood",37.83333333,40.16664
"275",27641,19963,"Male","Partner",22,14,1.892628,1.477475,"19963_27641","B","B_19963","B_19963_27641",0,103,"brood",27.83333333,50.16672
"276",27641,19963,"Male","Partner",22,14,1.892628,1.477475,"19963_27641","B","B_19963","B_19963_27641",0,99,"brood",45.16666667,45.16656
"277",27863,11333,"Female","Partner",24,23,3.087776,1.79312,"11333_27863","B","B_11333","B_11333_27863",0,101,"brood",66.66666667,47.50008
"278",27863,11333,"Female","Partner",24,23,3.087776,1.79312,"11333_27863","B","B_11333","B_11333_27863",0,114,"brood",40,26.16672
"279",27863,11333,"Female","Partner",24,23,3.087776,1.79312,"11333_27863","B","B_11333","B_11333_27863",0,107,"brood",144.8333333,75.1668
"280",27875,11658,"Female","Partner",21,22,3.668077,3.231898,"11658_27875","B","B_11658","B_11658_27875",0,116,"brood",99.5,49.00008
"281",27875,11658,"Female","Partner",21,22,3.668077,3.231898,"11658_27875","B","B_11658","B_11658_27875",0,110,"brood",92,53.16672
"282",27875,11658,"Female","Partner",21,22,3.668077,3.231898,"11658_27875","B","B_11658","B_11658_27875",0,104,"brood",95,41.8332
"283",27878,12686,"Female","Partner",19,19,1.18143,3.475433,"12686_27878","B","B_12686","B_12686_27878",0,95,"brood",77.83333333,69.33336
"284",27878,12686,"Female","Partner",19,19,1.18143,3.475433,"12686_27878","B","B_12686","B_12686_27878",0,111,"brood",82.83333333,43.66656
"285",27878,12686,"Female","Partner",19,19,1.18143,3.475433,"12686_27878","B","B_12686","B_12686_27878",0,101,"brood",68.5,65.50008
"286",27878,12686,"Female","Partner",19,19,1.18143,3.475433,"12686_27878","B","B_12686","B_12686_27878",0,107,"brood",48.83333333,79.5
"287",28454,21185,"Male","Partner",22,21,1.25035,1.072549,"21185_28454","B","B_21185","B_21185_28454",0,113,"brood",109.6666667,110.16672
"288",28454,21185,"Male","Partner",22,21,1.25035,1.072549,"21185_28454","B","B_21185","B_21185_28454",0,93,"brood",121.5,187.66656
"289",28454,21185,"Male","Partner",22,21,1.25035,1.072549,"21185_28454","B","B_21185","B_21185_28454",0,104,"brood",106.1666667,134.83344
"290",28460,27879,"Female","Partner",28,29,0.6418972,3.377633,"27879_28460","B","B_27879","B_27879_28460",0,104,"brood",15.33333333,41.50008
"291",28460,27879,"Female","Partner",28,29,0.6418972,3.377633,"27879_28460","B","B_27879","B_27879_28460",0,114,"brood",75.16666667,55.5
"292",28460,27879,"Female","Partner",28,29,0.6418972,3.377633,"27879_28460","B","B_27879","B_27879_28460",0,110,"brood",45.33333333,135
"293",28460,27879,"Female","Partner",28,29,0.6418972,3.377633,"27879_28460","B","B_27879","B_27879_28460",0,96,"brood",138.6666667,50.00016
"294",12804,11954,"Male","Partner",19,22,-0.1789539,2.615781,"11954_12804","C","C_11954","C_11954_12804",1,99,"brood",98.16666667,139.99992
"295",12804,11954,"Male","Partner",19,22,-0.1789539,2.615781,"11954_12804","C","C_11954","C_11954_12804",1,115,"brood",44.66666667,142.5
"296",12804,11954,"Male","Partner",19,22,-0.1789539,2.615781,"11954_12804","C","C_11954","C_11954_12804",1,107,"brood",52.5,95.50008
"297",19354,20140,"Male","Partner",17,14,0.1097958,1.32351,"20140_19354","C","C_20140","C_20140_19354",0,113,"brood",56.83333333,89.33328
"298",19354,20140,"Male","Partner",17,14,0.1097958,1.32351,"20140_19354","C","C_20140","C_20140_19354",0,107,"brood",50.66666667,95.66664
"299",19354,20140,"Male","Partner",17,14,0.1097958,1.32351,"20140_19354","C","C_20140","C_20140_19354",0,97,"brood",141,140.8332
"300",19900,21415,"Male","Partner",15,13,0.4930243,0.8623088,"21415_19900","C","C_21415","C_21415_19900",0,104,"brood",71,86.16672
"301",19900,21415,"Male","Partner",15,13,0.4930243,0.8623088,"21415_19900","C","C_21415","C_21415_19900",0,109,"brood",102.5,48.83328
"302",21430,20570,"Female","Partner",13,12,1.365781,0.1169208,"20570_21430","C","C_20570","C_20570_21430",0,107,"brood",73.66668,112.99992
"303",21430,20570,"Female","Partner",13,12,1.365781,0.1169208,"20570_21430","C","C_20570","C_20570_21430",0,97,"brood",120.666672,97.83336
"304",21430,20570,"Female","Partner",13,12,1.365781,0.1169208,"20570_21430","C","C_20570","C_20570_21430",0,113,"brood",78,67.83336
"305",21610,23141,"Male","Partner",10,8,2.093148,2.448773,"23141_21610","C","C_23141","C_23141_21610",1,114,"brood",60.833328,58.16664
"306",21610,23141,"Male","Partner",10,8,2.093148,2.448773,"23141_21610","C","C_23141","C_23141_21610",1,102,"brood",16.66666667,39.16656
"307",21610,23141,"Male","Partner",10,8,2.093148,2.448773,"23141_21610","C","C_23141","C_23141_21610",1,105,"brood",126.1666667,38.8332
"308",21610,23141,"Male","Partner",10,8,2.093148,2.448773,"23141_21610","C","C_23141","C_23141_21610",1,111,"brood",12.83333333,18.33312
"309",23268,9117,"Female","Partner",23,27,3.038892,1.049124,"9117_23268","C","C_9117","C_9117_23268",0,112,"brood",102.3333333,65.16648
"310",23268,9117,"Female","Partner",23,27,3.038892,1.049124,"9117_23268","C","C_9117","C_9117_23268",0,92,"brood",115.5,148.16664
"311",23268,9117,"Female","Partner",23,27,3.038892,1.049124,"9117_23268","C","C_9117","C_9117_23268",0,101,"brood",72.83333333,94.5
"312",23268,9117,"Female","Partner",23,27,3.038892,1.049124,"9117_23268","C","C_9117","C_9117_23268",0,106,"brood",78.5,44.66664
"313",25250,21392,"Male","Partner",31,29,0.4475839,2.649773,"21392_25250","C","C_21392","C_21392_25250",0,97,"brood",52.66666667,60.49992
"314",25250,21392,"Male","Partner",31,29,0.4475839,2.649773,"21392_25250","C","C_21392","C_21392_25250",0,102,"brood",57.333336,84.99984
"315",25250,21392,"Male","Partner",31,29,0.4475839,2.649773,"21392_25250","C","C_21392","C_21392_25250",0,92,"brood",51.16666667,28.16688
"316",25250,21392,"Male","Partner",31,29,0.4475839,2.649773,"21392_25250","C","C_21392","C_21392_25250",0,113,"brood",31.66666667,45.66648
"317",25250,21392,"Male","Partner",31,29,0.4475839,2.649773,"21392_25250","C","C_21392","C_21392_25250",0,116,"brood",121.1666667,46.16664
"318",25250,21392,"Male","Partner",31,29,0.4475839,2.649773,"21392_25250","C","C_21392","C_21392_25250",0,108,"brood",74.66666667,70.16664
"319",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,110,"brood",15,19.99992
"320",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,97,"brood",34.66666667,23.49984
"321",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,109,"brood",12.83333333,66.33312
"322",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,102,"brood",24.66666667,85.3332
"323",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,114,"brood",26.33333333,73.00008
"324",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,116,"brood",61.33332,18
"325",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,93,"brood",71.83333333,72.16656
"326",27665,19519,"Female","Partner",28,16,2.948773,0.4502542,"19519_27665","C","C_19519","C_19519_27665",0,105,"brood",32.5,41.50008
"327",27863,11333,"Female","Partner",25,24,3.087776,1.79312,"11333_27863","C","C_11333","C_11333_27863",0,102,"brood",44.83333333,96.99984
"328",27863,11333,"Female","Partner",25,24,3.087776,1.79312,"11333_27863","C","C_11333","C_11333_27863",0,108,"brood",17.66666667,104.50008
"329",27863,11333,"Female","Partner",25,24,3.087776,1.79312,"11333_27863","C","C_11333","C_11333_27863",0,111,"brood",57,46.5
"330",27863,11333,"Female","Partner",25,24,3.087776,1.79312,"11333_27863","C","C_11333","C_11333_27863",0,91,"brood",169.8333333,86.50008
"331",18921,21437,"Male","Partner",19,14,0.4025061,3.273853,"21437_18921","D","D_21437","D_21437_18921",0,110,"brood",93.83333333,78
"332",18921,21437,"Male","Partner",19,14,0.4025061,3.273853,"21437_18921","D","D_21437","D_21437_18921",0,104,"brood",70.16666667,66.66672
"333",18921,21437,"Male","Partner",19,14,0.4025061,3.273853,"21437_18921","D","D_21437","D_21437_18921",0,92,"brood",80.83333333,41.16672
"334",18921,21437,"Male","Partner",19,14,0.4025061,3.273853,"21437_18921","D","D_21437","D_21437_18921",0,98,"brood",68.33333333,70.3332
"335",19859,8440,"Female","Partner",16,30,0.69982,2.298154,"8440_19859","D","D_8440","D_8440_19859",0,115,"brood",56,19.83336
"336",19859,8440,"Female","Partner",16,30,0.69982,2.298154,"8440_19859","D","D_8440","D_8440_19859",0,112,"brood",56,94.66656
"337",19859,8440,"Female","Partner",16,30,0.69982,2.298154,"8440_19859","D","D_8440","D_8440_19859",0,93,"brood",13.33333333,108.1668
"338",19859,8440,"Female","Partner",16,30,0.69982,2.298154,"8440_19859","D","D_8440","D_8440_19859",0,100,"brood",185.1666667,140.16672
"339",20105,25472,"Male","Partner",22,26,1.168348,1.601078,"25472_20105","D","D_25472","D_25472_20105",0,110,"brood",37.16666667,94.16688
"340",20105,25472,"Male","Partner",22,26,1.168348,1.601078,"25472_20105","D","D_25472","D_25472_20105",0,103,"brood",71.5,95.33328
"341",20105,25472,"Male","Partner",22,26,1.168348,1.601078,"25472_20105","D","D_25472","D_25472_20105",0,93,"brood",135.3333333,95.00016
"342",20105,25472,"Male","Partner",22,26,1.168348,1.601078,"25472_20105","D","D_25472","D_25472_20105",0,113,"brood",69.66666667,40.16664
"343",20621,25616,"Male","Partner",12,7,1.519807,0.4379688,"25616_20621","D","D_25616","D_25616_20621",1,102,"brood",70,64.5
"344",20621,25616,"Male","Partner",12,7,1.519807,0.4379688,"25616_20621","D","D_25616","D_25616_20621",1,107,"brood",95.5,51.33336
"345",20640,22774,"Male","Partner",12,10,1.056088,2.675052,"22774_20640","D","D_22774","D_22774_20640",0,107,"brood",77.16666667,63.66648
"346",20640,22774,"Male","Partner",12,10,1.056088,2.675052,"22774_20640","D","D_22774","D_22774_20640",0,114,"brood",50.5,74.16672
"347",21264,21308,"Male","Partner",11,11,2.315364,1.093429,"21308_21264","D","D_21308","D_21308_21264",0,114,"brood",55.66666667,23.33328
"348",21264,21308,"Male","Partner",11,11,2.315364,1.093429,"21308_21264","D","D_21308","D_21308_21264",0,110,"brood",66.5,52.66656
"349",21264,21308,"Male","Partner",11,11,2.315364,1.093429,"21308_21264","D","D_21308","D_21308_21264",0,104,"brood",94.5,67.5
"350",21264,21308,"Male","Partner",11,11,2.315364,1.093429,"21308_21264","D","D_21308","D_21308_21264",0,100,"brood",32.83333333,89.66664
"351",21264,21308,"Male","Partner",11,11,2.315364,1.093429,"21308_21264","D","D_21308","D_21308_21264",0,93,"brood",70.16666667,52.16688
"352",21270,27692,"Male","Partner",11,21,0.5673144,2.800837,"27692_21270","D","D_27692","D_27692_21270",0,95,"brood",32.33333333,67.33344
"353",21270,27692,"Male","Partner",11,21,0.5673144,2.800837,"27692_21270","D","D_27692","D_27692_21270",0,89,"brood",73.83333333,88.3332
"354",21270,27692,"Male","Partner",11,21,0.5673144,2.800837,"27692_21270","D","D_27692","D_27692_21270",0,98,"brood",64.33333333,49.00008
"355",21270,27692,"Male","Partner",11,21,0.5673144,2.800837,"27692_21270","D","D_27692","D_27692_21270",0,110,"brood",125.5,68.83344
"356",21270,27692,"Male","Partner",11,21,0.5673144,2.800837,"27692_21270","D","D_27692","D_27692_21270",0,105,"brood",49.5,98.33328
"357",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,107,"brood",54.16666667,70.5
"358",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,101,"brood",69.66666667,51.66672
"359",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,95,"brood",91.66666667,145.6668
"360",23281,23250,"Female","Partner",31,29,2.218257,1.972619,"23250_23281","D","D_23250","D_23250_23281",0,111,"brood",68.16666667,50.16672
"361",25451,11404,"Female","Partner",21,22,3.649773,1.947857,"11404_25451","D","D_11404","D_11404_25451",0,97,"brood",53,79.83336
"362",25451,11404,"Female","Partner",21,22,3.649773,1.947857,"11404_25451","D","D_11404","D_11404_25451",0,107,"brood",93.33333333,73.5
"363",25451,11404,"Female","Partner",21,22,3.649773,1.947857,"11404_25451","D","D_11404","D_11404_25451",0,103,"brood",17,80.66664
"364",25451,11404,"Female","Partner",21,22,3.649773,1.947857,"11404_25451","D","D_11404","D_11404_25451",0,91,"brood",81.66666667,120.49992
"365",27668,23300,"Female","Partner",28,29,1.744696,1.759514,"23300_27668","D","D_23300","D_23300_27668",0,109,"brood",74,25.16664
"366",27668,23300,"Female","Partner",28,29,1.744696,1.759514,"23300_27668","D","D_23300","D_23300_27668",0,94,"brood",112.3333333,78.33336
"367",27668,23300,"Female","Partner",28,29,1.744696,1.759514,"23300_27668","D","D_23300","D_23300_27668",0,115,"brood",102,64.3332
"368",27668,23300,"Female","Partner",28,29,1.744696,1.759514,"23300_27668","D","D_23300","D_23300_27668",0,102,"brood",150.6666667,70.99992
"369",28682,27757,"Female","Partner",7,23,1.819745,0.5560877,"27757_28682","D","D_27757","D_27757_28682",1,111,"brood",327,69
"370",28682,27757,"Female","Partner",7,23,1.819745,0.5560877,"27757_28682","D","D_27757","D_27757_28682",1,102,"brood",150.8333333,21.83328
"371",28682,27757,"Female","Partner",7,23,1.819745,0.5560877,"27757_28682","D","D_27757","D_27757_28682",1,97,"brood",93.33333333,91.99992
"372",9512,22953,"Male","Partner",34,32,1.073853,3.247322,"22953_9512","D","D_22953","D_22953_9512",1,116,"brood",69.33333333,118.66656
"373",9512,22953,"Male","Partner",34,32,1.073853,3.247322,"22953_9512","D","D_22953","D_22953_9512",1,109,"brood",51.33333333,98.66664
"374",9512,22953,"Male","Partner",34,32,1.073853,3.247322,"22953_9512","D","D_22953","D_22953_9512",1,99,"brood",146.166672,132.16656
"375",10817,20619,"Male","Partner",27,13,0.1157814,1.994645,"20619_10817","E","E_20619","E_20619_10817",0,104,"brood",44.16666667,45.1668
"376",10817,20619,"Male","Partner",27,13,0.1157814,1.994645,"20619_10817","E","E_20619","E_20619_10817",0,96,"brood",54.16666667,96.49992
"377",10817,20619,"Male","Partner",27,13,0.1157814,1.994645,"20619_10817","E","E_20619","E_20619_10817",0,115,"brood",73,67.83336
"378",10817,20619,"Male","Partner",27,13,0.1157814,1.994645,"20619_10817","E","E_20619","E_20619_10817",0,109,"brood",71,74.16672
"379",10817,20619,"Male","Partner",27,13,0.1157814,1.994645,"20619_10817","E","E_20619","E_20619_10817",0,100,"brood",58.83333333,37.3332
"380",18883,19503,"Male","Partner",20,18,0.4070109,3.171893,"19503_18883","E","E_19503","E_19503_18883",0,110,"brood",51.5,90.83352
"381",18883,19503,"Male","Partner",20,18,0.4070109,3.171893,"19503_18883","E","E_19503","E_19503_18883",0,102,"brood",92.33333333,78.99984
"382",18883,19503,"Male","Partner",20,18,0.4070109,3.171893,"19503_18883","E","E_19503","E_19503_18883",0,115,"brood",71.83333333,70.66656
"383",18883,19503,"Male","Partner",20,18,0.4070109,3.171893,"19503_18883","E","E_19503","E_19503_18883",0,96,"brood",69.33333333,117.1668
"384",18985,19563,"Male","Partner",20,18,1.493024,0.6810683,"19563_18985","E","E_19563","E_19563_18985",0,97,"brood",63.66666667,49.00008
"385",18985,19563,"Male","Partner",20,18,1.493024,0.6810683,"19563_18985","E","E_19563","E_19563_18985",0,104,"brood",67.33333333,98.50008
"386",18985,19563,"Male","Partner",20,18,1.493024,0.6810683,"19563_18985","E","E_19563","E_19563_18985",0,115,"brood",27.33333333,83.83344
"387",18985,19563,"Male","Partner",20,18,1.493024,0.6810683,"19563_18985","E","E_19563","E_19563_18985",0,109,"brood",54.5,55.99992
"388",19855,27691,"Female","Partner",17,17,3.109796,4.109796,"27691_19855","E","E_27691","E_27691_19855",0,101,"brood",14,133.3332
"389",19855,27691,"Female","Partner",17,17,3.109796,4.109796,"27691_19855","E","E_27691","E_27691_19855",0,111,"brood",118.8333333,104.33328
"390",19855,27691,"Female","Partner",17,17,3.109796,4.109796,"27691_19855","E","E_27691","E_27691_19855",0,103,"brood",85.83333333,45.16656
"391",20567,20554,"Male","Partner",14,14,0.9487732,0.4781361,"20554_20567","E","E_20554","E_20554_20567",0,99,"brood",100.8333333,122.50008
"392",20567,20554,"Male","Partner",14,14,0.9487732,0.4781361,"20554_20567","E","E_20554","E_20554_20567",0,107,"brood",57.66666667,84.33312
"393",20567,20554,"Male","Partner",14,14,0.9487732,0.4781361,"20554_20567","E","E_20554","E_20554_20567",0,114,"brood",120,109.83336
"394",20582,20593,"Female","Partner",14,14,1.014402,0.2904716,"20593_20582","E","E_20593","E_20593_20582",0,105,"brood",94.16666667,20.8332
"395",20582,20593,"Female","Partner",14,14,1.014402,0.2904716,"20593_20582","E","E_20593","E_20593_20582",0,99,"brood",121.6666667,56.16672
"396",20582,20593,"Female","Partner",14,14,1.014402,0.2904716,"20593_20582","E","E_20593","E_20593_20582",0,93,"brood",92.16666667,72.66672
"397",20582,20593,"Female","Partner",14,14,1.014402,0.2904716,"20593_20582","E","E_20593","E_20593_20582",0,111,"brood",112.5,57.49992
"398",21391,5800,"Male","Partner",33,34,1.256826,0.4502542,"5800_21391","E","E_5800","E_5800_21391",0,102,"brood",13.33333333,77.8332
"399",21391,5800,"Male","Partner",33,34,1.256826,0.4502542,"5800_21391","E","E_5800","E_5800_21391",0,112,"brood",107.5,81.99984
"400",21391,5800,"Male","Partner",33,34,1.256826,0.4502542,"5800_21391","E","E_5800","E_5800_21391",0,104,"brood",122.5,33.16656
"401",25251,25261,"Male","Partner",27,35,0.647859,1.038892,"25261_25251","E","E_25261","E_25261_25251",0,116,"brood",136.3333333,72.49992
"402",25251,25261,"Male","Partner",27,35,0.647859,1.038892,"25261_25251","E","E_25261","E_25261_25251",0,99,"brood",73.66666667,90
"403",25251,25261,"Male","Partner",27,35,0.647859,1.038892,"25261_25251","E","E_25261","E_25261_25251",0,111,"brood",40.66666667,76.66656
"404",25251,25261,"Male","Partner",27,35,0.647859,1.038892,"25261_25251","E","E_25261","E_25261_25251",0,91,"brood",94.83333333,104.33328
"405",25251,25261,"Male","Partner",27,35,0.647859,1.038892,"25261_25251","E","E_25261","E_25261_25251",0,104,"brood",98.83333333,52.5
"406",25800,21694,"Male","Partner",24,40,1.347735,1.448773,"21694_25800","E","E_21694","E_21694_25800",0,116,"brood",77.5,94.83336
"407",25800,21694,"Male","Partner",24,40,1.347735,1.448773,"21694_25800","E","E_21694","E_21694_25800",0,96,"brood",80.66666667,38.50008
"408",25800,21694,"Male","Partner",24,40,1.347735,1.448773,"21694_25800","E","E_21694","E_21694_25800",0,102,"brood",98.83333333,69.83328
"409",25800,21694,"Male","Partner",24,40,1.347735,1.448773,"21694_25800","E","E_21694","E_21694_25800",0,110,"brood",44.66666667,96.99984
"410",25808,27964,"Male","Partner",24,22,-0.001539025,3.159691,"27964_25808","E","E_27964","E_27964_25808",0,109,"brood",62.66666667,73.16664
"411",25808,27964,"Male","Partner",24,22,-0.001539025,3.159691,"27964_25808","E","E_27964","E_27964_25808",0,103,"brood",72.66666667,78.33336
"412",25808,27964,"Male","Partner",24,22,-0.001539025,3.159691,"27964_25808","E","E_27964","E_27964_25808",0,115,"brood",74.33333333,36.83328
"413",25808,27964,"Male","Partner",24,22,-0.001539025,3.159691,"27964_25808","E","E_27964","E_27964_25808",0,113,"brood",12.5,32.83344
"414",27665,19519,"Female","Partner",30,18,2.948773,0.4502542,"19519_27665","E","E_19519","E_19519_27665",0,110,"brood",87.83333333,44.33328
"415",27665,19519,"Female","Partner",30,18,2.948773,0.4502542,"19519_27665","E","E_19519","E_19519_27665",0,91,"brood",57.66666667,89.50008
"416",27665,19519,"Female","Partner",30,18,2.948773,0.4502542,"19519_27665","E","E_19519","E_19519_27665",0,104,"brood",63.83333333,63.33336
"417",27665,19519,"Female","Partner",30,18,2.948773,0.4502542,"19519_27665","E","E_19519","E_19519_27665",0,108,"brood",12.33333333,31.3332
"418",27665,19519,"Female","Partner",30,18,2.948773,0.4502542,"19519_27665","E","E_19519","E_19519_27665",0,100,"brood",23.66666667,75
"419",27665,19519,"Female","Partner",30,18,2.948773,0.4502542,"19519_27665","E","E_19519","E_19519_27665",0,96,"brood",30.66666667,58.83336
"420",11268,8534,"Female","Partner",27,32,1.880613,2.004812,"8534_11268","F","F_8534","F_8534_11268",0,114,"brood",39.5,28.5
"421",11268,8534,"Female","Partner",27,32,1.880613,2.004812,"8534_11268","F","F_8534","F_8534_11268",0,98,"brood",96.33333333,48.49992
"422",11268,8534,"Female","Partner",27,32,1.880613,2.004812,"8534_11268","F","F_8534","F_8534_11268",0,109,"brood",95.5,51.33336
"423",11268,8534,"Female","Partner",27,32,1.880613,2.004812,"8534_11268","F","F_8534","F_8534_11268",0,104,"brood",67.16666667,46.33344
"424",11268,8534,"Female","Partner",27,32,1.880613,2.004812,"8534_11268","F","F_8534","F_8534_11268",0,92,"brood",99.33333333,39.83328
"425",18921,21437,"Male","Partner",21,16,0.4025061,3.273853,"21437_18921","F","F_21437","F_21437_18921",0,97,"brood",57,42
"426",18921,21437,"Male","Partner",21,16,0.4025061,3.273853,"21437_18921","F","F_21437","F_21437_18921",0,112,"brood",97.66666667,47.16672
"427",18921,21437,"Male","Partner",21,16,0.4025061,3.273853,"21437_18921","F","F_21437","F_21437_18921",0,106,"brood",96.66666667,42.33336
"428",18921,21437,"Male","Partner",21,16,0.4025061,3.273853,"21437_18921","F","F_21437","F_21437_18921",0,101,"brood",69.5,47.50008
"429",18921,21437,"Male","Partner",21,16,0.4025061,3.273853,"21437_18921","F","F_21437","F_21437_18921",0,93,"brood",41,4.16664
"430",20586,9949,"Male","Partner",15,24,0.9175876,2.055522,"9949_20586","F","F_9949","F_9949_20586",0,109,"brood",51.66666667,73.83336
"431",20586,9949,"Male","Partner",15,24,0.9175876,2.055522,"9949_20586","F","F_9949","F_9949_20586",0,94,"brood",97.16666667,125.16672
"432",20586,9949,"Male","Partner",15,24,0.9175876,2.055522,"9949_20586","F","F_9949","F_9949_20586",0,102,"brood",90,95.16672
"433",20586,9949,"Male","Partner",15,24,0.9175876,2.055522,"9949_20586","F","F_9949","F_9949_20586",0,114,"brood",86,81.33336
"434",21318,21305,"Male","Partner",13,13,1.0765,3.362309,"21305_21318","F","F_21305","F_21305_21318",0,102,"brood",14,14.33328
"435",21318,21305,"Male","Partner",13,13,1.0765,3.362309,"21305_21318","F","F_21305","F_21305_21318",0,108,"brood",28.33333333,11.83344
"436",21318,21305,"Male","Partner",13,13,1.0765,3.362309,"21305_21318","F","F_21305","F_21305_21318",0,105,"brood",74,55.83336
"437",21318,21305,"Male","Partner",13,13,1.0765,3.362309,"21305_21318","F","F_21305","F_21305_21318",0,99,"brood",55.66666667,104.8332
"438",21318,21305,"Male","Partner",13,13,1.0765,3.362309,"21305_21318","F","F_21305","F_21305_21318",0,115,"brood",27.16666667,127.99992
"439",22566,23696,"Female","Partner",19,32,0.6247418,0.7035849,"23696_22566","F","F_23696","F_23696_22566",0,104,"brood",140,66.33336
"440",22566,23696,"Female","Partner",19,32,0.6247418,0.7035849,"23696_22566","F","F_23696","F_23696_22566",0,99,"brood",48.33333333,71.33328
"441",22566,23696,"Female","Partner",19,32,0.6247418,0.7035849,"23696_22566","F","F_23696","F_23696_22566",0,92,"brood",96.33333333,96.83328
"442",22566,23696,"Female","Partner",19,32,0.6247418,0.7035849,"23696_22566","F","F_23696","F_23696_22566",0,112,"brood",98.83333333,52.16664
"443",25451,11404,"Female","Partner",23,24,3.649773,1.947857,"11404_25451","F","F_11404","F_11404_25451",0,105,"brood",45.5,42.83328
"444",25451,11404,"Female","Partner",23,24,3.649773,1.947857,"11404_25451","F","F_11404","F_11404_25451",0,110,"brood",145,70.6668
"445",25451,11404,"Female","Partner",23,24,3.649773,1.947857,"11404_25451","F","F_11404","F_11404_25451",0,99,"brood",100.6666667,89.33328
"446",25451,11404,"Female","Partner",23,24,3.649773,1.947857,"11404_25451","F","F_11404","F_11404_25451",0,92,"brood",78.33333333,42.33336
"447",25903,21508,"Male","Partner",15,37,0.9700464,0.8533622,"21508_25903","F","F_21508","F_21508_25903",0,107,"brood",70.83333333,21.33336
"448",25903,21508,"Male","Partner",15,37,0.9700464,0.8533622,"21508_25903","F","F_21508","F_21508_25903",0,104,"brood",48.16666667,73.66656
"449",25903,21508,"Male","Partner",15,37,0.9700464,0.8533622,"21508_25903","F","F_21508","F_21508_25903",0,113,"brood",56.33333333,70.6668
"450",25903,21508,"Male","Partner",15,37,0.9700464,0.8533622,"21508_25903","F","F_21508","F_21508_25903",0,99,"brood",46,78.33336
"451",27664,21599,"Male","Partner",28,30,2.253362,2.148402,"21599_27664","F","F_21599","F_21599_27664",0,103,"brood",149.6666667,15.16656
"452",27664,21599,"Male","Partner",28,30,2.253362,2.148402,"21599_27664","F","F_21599","F_21599_27664",0,100,"brood",72.66666667,187.00008
"453",27664,21599,"Male","Partner",28,30,2.253362,2.148402,"21599_27664","F","F_21599","F_21599_27664",0,112,"brood",88.5,51
"454",27759,11727,"Female","Logger",19,21,2.729198,0.425052,"27759_11727","A","A_11727","A_27759_11727",0,45,"incu",193.5,266.8333333
"455",27759,11727,"Female","Logger",19,21,2.729198,0.425052,"27759_11727","A","A_11727","A_27759_11727",0,59,"incu",176.1666667,138.3333333
"456",27759,11727,"Female","Logger",19,21,2.729198,0.425052,"27759_11727","A","A_11727","A_27759_11727",0,25,"incu",209.1666667,170.1666667
"457",27759,11727,"Female","Logger",19,21,2.729198,0.425052,"27759_11727","A","A_11727","A_27759_11727",0,8,"incu",248.6666667,97.333344
"458",27759,11727,"Female","Logger",19,21,2.729198,0.425052,"27759_11727","A","A_11727","A_27759_11727",0,71,"incu",243.5,114.8333333
"459",11725,25453,"Male","Logger",22,20,0.3946664,3.157011,"11725_25453","B","B_25453","B_11725_25453",0,9,"incu",112.8333333,15.83333333
"460",11725,25453,"Male","Logger",22,20,0.3946664,3.157011,"11725_25453","B","B_25453","B_11725_25453",0,15,"incu",6.666666667,27.5
"461",11725,25453,"Male","Logger",22,20,0.3946664,3.157011,"11725_25453","B","B_25453","B_11725_25453",0,18,"incu",9.5,53.16666667
