tag,p_tag,sex,partner_type,age,p_age,pers,p_pers,pair_id,cycle,cycle_p_tag,cycle_pair,new_part,NumDays,breed_stage,no_hours,part_prev_bout
28682,27757,Female,Partner,9,25,1.819745,0.5560877,28682_27757,F,F_27757,F_28682_27757,0,27,incu,221,48.99984
8440,19859,Male,Logger,32,18,2.298154,0.69982,8440_19859,F,F_19859,F_8440_19859,0,9,incu,62.83333333,24.16666667
8440,19859,Male,Logger,32,18,2.298154,0.69982,8440_19859,F,F_19859,F_8440_19859,0,7,incu,1.833333333,44.83333333
8440,19859,Male,Logger,32,18,2.298154,0.69982,8440_19859,F,F_19859,F_8440_19859,0,5,incu,26.33333333,45
8440,19859,Male,Logger,32,18,2.298154,0.69982,8440_19859,F,F_19859,F_8440_19859,0,1,incu,46.5,24.33333333
8440,19859,Male,Logger,32,18,2.298154,0.69982,8440_19859,F,F_19859,F_8440_19859,0,21,incu,30.83361111,231.3333333
8534,11268,Male,Logger,32,27,2.004812,1.880613,8534_11268,F,F_11268,F_8534_11268,0,82,incu,65.66666667,124.8333333
8534,11268,Male,Logger,32,27,2.004812,1.880613,8534_11268,F,F_11268,F_8534_11268,0,67,incu,243.1666667,257.1666667
9512,22953,Male,Partner,36,34,1.073853,3.247322,9512_22953,F,F_22953,F_9512_22953,0,6,incu,95.66666667,131.83344
9512,22953,Male,Partner,36,34,1.073853,3.247322,9512_22953,F,F_22953,F_9512_22953,0,20,incu,38,228.16656
18985,19563,Male,Partner,22,20,1.493024,0.6810683,18985_19563,G,G_19563,G_18985_19563,0,22,incu,170.6666667,171.83328
18985,19563,Male,Partner,22,20,1.493024,0.6810683,18985_19563,G,G_19563,G_18985_19563,0,14,incu,12.66666667,73.66656
18985,19563,Male,Partner,22,20,1.493024,0.6810683,18985_19563,G,G_19563,G_18985_19563,0,7,incu,94.33333333,129.66648
19563,18985,Female,Logger,20,22,0.6810683,1.493024,19563_18985,G,G_18985,G_19563_18985,0,1,incu,129.6663889,21.33333333
19563,18985,Female,Logger,20,22,0.6810683,1.493024,19563_18985,G,G_18985,G_19563_18985,0,14,incu,171.8333333,12.66666667
19563,18985,Female,Logger,20,22,0.6810683,1.493024,19563_18985,G,G_18985,G_19563_18985,0,11,incu,73.66666667,94.33333333
20615,22752,Male,Logger,15,13,1.602304,1.487665,20615_22752,G,G_22752,G_20615_22752,0,23,incu,83.83333333,269.8333333
20615,22752,Male,Logger,15,13,1.602304,1.487665,20615_22752,G,G_22752,G_20615_22752,0,6,incu,23,15.83333333
20615,22752,Male,Logger,15,13,1.602304,1.487665,20615_22752,G,G_22752,G_20615_22752,0,57,incu,220.3333333,488
20615,22752,Male,Logger,15,13,1.602304,1.487665,20615_22752,G,G_22752,G_20615_22752,0,29,incu,175.5,60.16666667
20615,22752,Male,Logger,15,13,1.602304,1.487665,20615_22752,G,G_22752,G_20615_22752,0,9,incu,78.16666667,51.33333333
20615,22752,Male,Logger,15,13,1.602304,1.487665,20615_22752,G,G_22752,G_20615_22752,0,77,incu,232.1666667,265.5
21391,5800,Male,Partner,35,36,1.256826,0.4502542,21391_5800,G,G_5800,G_21391_5800,0,29,incu,218.6666667,152.33328
21391,5800,Male,Partner,35,36,1.256826,0.4502542,21391_5800,G,G_5800,G_21391_5800,0,22,incu,16.83333333,67.16664
21694,25800,Female,Logger,42,26,1.448773,1.347735,21694_25800,G,G_25800,G_21694_25800,0,7,incu,201.9997222,14.83333333
21694,25800,Female,Logger,42,26,1.448773,1.347735,21694_25800,G,G_25800,G_21694_25800,0,3,incu,80,14.5
21694,25800,Female,Logger,42,26,1.448773,1.347735,21694_25800,G,G_25800,G_21694_25800,0,22,incu,220.8333333,150.8333333
22752,20615,Female,Partner,13,15,1.487665,1.602304,22752_20615,G,G_20615,G_22752_20615,0,66,incu,265.5,220.3332
22752,20615,Female,Partner,13,15,1.487665,1.602304,22752_20615,G,G_20615,G_22752_20615,0,12,incu,269.8333333,78.1668
22752,20615,Female,Partner,13,15,1.487665,1.602304,22752_20615,G,G_20615,G_22752_20615,0,27,incu,60.16666667,83.83344
22752,20615,Female,Partner,13,15,1.487665,1.602304,22752_20615,G,G_20615,G_22752_20615,0,7,incu,51.33333333,22.99992
22752,20615,Female,Partner,13,15,1.487665,1.602304,22752_20615,G,G_20615,G_22752_20615,0,37,incu,488,175.5
25251,25261,Male,Partner,29,37,0.647859,1.038892,25251_25261,G,G_25261,G_25251_25261,0,36,incu,313.5,201.50016
25251,25261,Male,Partner,29,37,0.647859,1.038892,25251_25261,G,G_25261,G_25251_25261,0,63,incu,18.16666667,336.49992
25251,25261,Male,Partner,29,37,0.647859,1.038892,25251_25261,G,G_25261,G_25251_25261,0,27,incu,12.83333333,123.16656
25251,25261,Male,Partner,29,37,0.647859,1.038892,25251_25261,G,G_25261,G_25251_25261,0,72,incu,410.5,188.49984
25251,25261,Male,Partner,29,37,0.647859,1.038892,25251_25261,G,G_25261,G_25251_25261,0,8,incu,59.83332,154.99992
25251,25261,Male,Partner,29,37,0.647859,1.038892,25251_25261,G,G_25261,G_25251_25261,0,11,incu,35.16666667,9.33336
25251,25261,Male,Partner,29,37,0.647859,1.038892,25251_25261,G,G_25261,G_25251_25261,0,16,incu,149.1666667,85.83336
25261,25251,Female,Logger,37,29,1.038892,0.647859,25261_25251,G,G_25251,G_25261_25251,0,64,incu,188.4997222,18.16666667
25261,25251,Female,Logger,37,29,1.038892,0.647859,25261_25251,G,G_25251,G_25261_25251,0,1,incu,155,16.66666667
25261,25251,Female,Logger,37,29,1.038892,0.647859,25261_25251,G,G_25251,G_25261_25251,0,22,incu,123.1666667,149.1666667
25261,25251,Female,Logger,37,29,1.038892,0.647859,25261_25251,G,G_25251,G_25261_25251,0,12,incu,85.83333333,35.16666667
25261,25251,Female,Logger,37,29,1.038892,0.647859,25261_25251,G,G_25251,G_25261_25251,0,10,incu,9.333333333,59.83332
25261,25251,Female,Logger,37,29,1.038892,0.647859,25261_25251,G,G_25251,G_25261_25251,0,27,incu,201.5002778,12.83333333
25261,25251,Female,Logger,37,29,1.038892,0.647859,25261_25251,G,G_25251,G_25261_25251,0,49,incu,336.5,313.5
25800,21694,Male,Partner,26,42,1.347735,1.448773,25800_21694,G,G_21694,G_25800_21694,0,6,incu,14.83333333,79.99992
25800,21694,Male,Partner,26,42,1.347735,1.448773,25800_21694,G,G_21694,G_25800_21694,0,31,incu,110,220.83336
25800,21694,Male,Partner,26,42,1.347735,1.448773,25800_21694,G,G_21694,G_25800_21694,0,15,incu,150.8333333,201.99984
5800,21391,Female,Logger,36,35,0.4502542,1.256826,5800_21391,G,G_21391,G_5800_21391,0,19,incu,67.16666667,100.8333333
5800,21391,Female,Logger,36,35,0.4502542,1.256826,5800_21391,G,G_21391,G_5800_21391,0,23,incu,152.3333333,16.83333333
10854,28455,Male,Logger,23,20,2.469864,3.519807,10854_28455,A,A_28455,A_10854_28455,0,106,brood,22.66666667,70.833336
10854,28455,Male,Logger,23,20,2.469864,3.519807,10854_28455,A,A_28455,A_10854_28455,0,110,brood,15.66666667,12.5
10854,28455,Male,Logger,23,20,2.469864,3.519807,10854_28455,A,A_28455,A_10854_28455,0,107,brood,57.33333333,12.83333333
10854,28455,Male,Logger,23,20,2.469864,3.519807,10854_28455,A,A_28455,A_10854_28455,0,92,brood,88.5,49.66666667
10854,28455,Male,Logger,23,20,2.469864,3.519807,10854_28455,A,A_28455,A_10854_28455,0,101,brood,37.66666667,13.5
10854,28455,Male,Logger,23,20,2.469864,3.519807,10854_28455,A,A_28455,A_10854_28455,0,99,brood,43.33333333,74.83333333
11723,25259,Female,Partner,21,22,-0.05122678,0.4426708,11723_25259,A,A_25259,A_11723_25259,0,98,brood,72.83333333,70.83336
11723,25259,Female,Partner,21,22,-0.05122678,0.4426708,11723_25259,A,A_25259,A_11723_25259,0,108,brood,68.83333333,51.33336
11723,25259,Female,Partner,21,22,-0.05122678,0.4426708,11723_25259,A,A_25259,A_11723_25259,0,92,brood,66.5,73.5
11723,25259,Female,Partner,21,22,-0.05122678,0.4426708,11723_25259,A,A_25259,A_11723_25259,0,104,brood,52.83333333,69.99984
11723,25259,Female,Partner,21,22,-0.05122678,0.4426708,11723_25259,A,A_25259,A_11723_25259,0,115,brood,44.83333333,96
11725,25453,Male,Logger,21,19,0.3946664,3.157011,11725_25453,A,A_25453,A_11725_25453,0,114,brood,74.33361111,46.66666667
11725,25453,Male,Logger,21,19,0.3946664,3.157011,11725_25453,A,A_25453,A_11725_25453,0,99,brood,48.5,77.33333333
11725,25453,Male,Logger,21,19,0.3946664,3.157011,11725_25453,A,A_25453,A_11725_25453,0,107,brood,111.1666667,54.16666667
11725,25453,Male,Logger,21,19,0.3946664,3.157011,11725_25453,A,A_25453,A_11725_25453,0,94,brood,40.66666667,27.33333333
11725,25453,Male,Logger,21,19,0.3946664,3.157011,11725_25453,A,A_25453,A_11725_25453,0,104,brood,29.16666667,65
11727,27759,Male,Partner,21,19,0.425052,2.729198,11727_27759,A,A_27759,A_11727_27759,0,91,brood,50,74.83344
11727,27759,Male,Partner,21,19,0.425052,2.729198,11727_27759,A,A_27759,A_11727_27759,0,101,brood,66.16666667,44.33352
11727,27759,Male,Partner,21,19,0.425052,2.729198,11727_27759,A,A_27759,A_11727_27759,0,96,brood,76,74.16672
11727,27759,Male,Partner,21,19,0.425052,2.729198,11727_27759,A,A_27759,A_11727_27759,0,106,brood,17,58.83336
12368,12518,Male,Logger,18,18,1.415381,-0.2259256,12368_12518,A,A_12518,A_12368_12518,0,102,brood,66.16666667,76.66666667
12368,12518,Male,Logger,18,18,1.415381,-0.2259256,12368_12518,A,A_12518,A_12368_12518,0,91,brood,64,95.16666667
12368,12518,Male,Logger,18,18,1.415381,-0.2259256,12368_12518,A,A_12518,A_12368_12518,0,109,brood,91.66666667,99.83333333
12368,12518,Male,Logger,18,18,1.415381,-0.2259256,12368_12518,A,A_12518,A_12368_12518,0,97,brood,52.33333333,75
12518,12368,Female,Partner,18,18,-0.2259256,1.415381,12518_12368,A,A_12368,A_12518_12368,0,94,brood,75,64.00008
12518,12368,Female,Partner,18,18,-0.2259256,1.415381,12518_12368,A,A_12368,A_12518_12368,0,105,brood,99.83333333,66.16656
12518,12368,Female,Partner,18,18,-0.2259256,1.415381,12518_12368,A,A_12368,A_12518_12368,0,99,brood,76.66666667,52.3332
12518,12368,Female,Partner,18,18,-0.2259256,1.415381,12518_12368,A,A_12368,A_12518_12368,0,113,brood,44.66666667,91.6668
12576,21278,Male,Partner,17,8,0.09089471,0.3498411,12576_21278,A,A_21278,A_12576_21278,1,115,brood,51.5,65.83344
12576,21278,Male,Partner,17,8,0.09089471,0.3498411,12576_21278,A,A_21278,A_12576_21278,1,108,brood,105.1666667,59.00016
12576,21278,Male,Partner,17,8,0.09089471,0.3498411,12576_21278,A,A_21278,A_12576_21278,1,101,brood,105.1666667,39.33336
12576,21278,Male,Partner,17,8,0.09089471,0.3498411,12576_21278,A,A_21278,A_12576_21278,1,97,brood,53.5,46.33344
12576,21278,Male,Partner,17,8,0.09089471,0.3498411,12576_21278,A,A_21278,A_12576_21278,1,93,brood,48.33333333,68.66664
18913,21683,Female,Logger,16,16,3.277168,0,18913_21683,A,A_21683,A_18913_21683,0,90,brood,1,77
18913,21683,Female,Logger,16,16,3.277168,0,18913_21683,A,A_21683,A_18913_21683,0,106,brood,24.83333333,72.16668
18913,21683,Female,Logger,16,16,3.277168,0,18913_21683,A,A_21683,A_18913_21683,0,108,brood,45.83333333,33.16666667
18913,21683,Female,Logger,16,16,3.277168,0,18913_21683,A,A_21683,A_18913_21683,0,113,brood,22.5,69.666672
18913,21683,Female,Logger,16,16,3.277168,0,18913_21683,A,A_21683,A_18913_21683,0,96,brood,51,76
18913,21683,Female,Logger,16,16,3.277168,0,18913_21683,A,A_21683,A_18913_21683,0,101,brood,49,67.33332
18913,21683,Female,Logger,16,16,3.277168,0,18913_21683,A,A_21683,A_18913_21683,0,91,brood,43.33333333,17.83333333
19354,20140,Male,Partner,15,12,0.1097958,1.32351,19354_20140,A,A_20140,A_19354_20140,0,109,brood,25.5,48.1668
19354,20140,Male,Partner,15,12,0.1097958,1.32351,19354_20140,A,A_20140,A_19354_20140,0,99,brood,54.16666667,75.16656
19354,20140,Male,Partner,15,12,0.1097958,1.32351,19354_20140,A,A_20140,A_19354_20140,0,104,brood,78.33333333,60.50016
19354,20140,Male,Partner,15,12,0.1097958,1.32351,19354_20140,A,A_20140,A_19354_20140,0,95,brood,15.83333333,24.66648
19354,20140,Male,Partner,15,12,0.1097958,1.32351,19354_20140,A,A_20140,A_19354_20140,0,113,brood,56,85.66656
19519,27665,Male,Logger,14,26,0.4502542,2.948773,19519_27665,A,A_27665,A_19519_27665,0,95,brood,33.33305556,96.16666667
19519,27665,Male,Logger,14,26,0.4502542,2.948773,19519_27665,A,A_27665,A_19519_27665,0,112,brood,22,96.5
19519,27665,Male,Logger,14,26,0.4502542,2.948773,19519_27665,A,A_27665,A_19519_27665,0,102,brood,55.16666667,95.16666667
19519,27665,Male,Logger,14,26,0.4502542,2.948773,19519_27665,A,A_27665,A_19519_27665,0,107,brood,28.83333333,67.66666667
19519,27665,Male,Logger,14,26,0.4502542,2.948773,19519_27665,A,A_27665,A_19519_27665,0,97,brood,22.16666667,17
20140,19354,Female,Logger,12,15,1.32351,0.1097958,20140_19354,A,A_19354,A_20140_19354,0,110,brood,85.66666667,25.5
20140,19354,Female,Logger,12,15,1.32351,0.1097958,20140_19354,A,A_19354,A_20140_19354,0,101,brood,60.50027778,54.16666667
20140,19354,Female,Logger,12,15,1.32351,0.1097958,20140_19354,A,A_19354,A_20140_19354,0,107,brood,48.16666667,78.33333333
20140,19354,Female,Logger,12,15,1.32351,0.1097958,20140_19354,A,A_19354,A_20140_19354,0,96,brood,75.16666667,15.83333333
20277,20522,Male,Logger,12,10,0.2259662,1.347735,20277_20522,A,A_20522,A_20277_20522,0,106,brood,29,58.5
20277,20522,Male,Logger,12,10,0.2259662,1.347735,20277_20522,A,A_20522,A_20277_20522,0,109,brood,4.333333333,45.16666667
20277,20522,Male,Logger,12,10,0.2259662,1.347735,20277_20522,A,A_20522,A_20277_20522,0,99,brood,50.16666667,42.33333333
20277,20522,Male,Logger,12,10,0.2259662,1.347735,20277_20522,A,A_20522,A_20277_20522,0,103,brood,2.166666667,53
20277,20522,Male,Logger,12,10,0.2259662,1.347735,20277_20522,A,A_20522,A_20277_20522,0,95,brood,56.16666667,72
20277,20522,Male,Logger,12,10,0.2259662,1.347735,20277_20522,A,A_20522,A_20277_20522,0,113,brood,68.00027778,99.499992
20283,21326,Male,Logger,12,8,0.2904716,0.288892,20283_21326,A,A_21326,A_20283_21326,1,106,brood,124.5,116
20283,21326,Male,Logger,12,8,0.2904716,0.288892,20283_21326,A,A_21326,A_20283_21326,1,114,brood,48.33333333,73.33333333
20522,20277,Female,Partner,10,12,1.347735,0.2259662,20522_20277,A,A_20277,A_20522_20277,0,103,brood,58.5,2.16672
20522,20277,Female,Partner,10,12,1.347735,0.2259662,20522_20277,A,A_20277,A_20522_20277,0,101,brood,53,50.16672
20522,20277,Female,Partner,10,12,1.347735,0.2259662,20522_20277,A,A_20277,A_20522_20277,0,116,brood,44.000016,68.00016
20522,20277,Female,Partner,10,12,1.347735,0.2259662,20522_20277,A,A_20277,A_20522_20277,0,107,brood,45.16666667,28.99992
20522,20277,Female,Partner,10,12,1.347735,0.2259662,20522_20277,A,A_20277,A_20522_20277,0,109,brood,99.499992,4.3332
20522,20277,Female,Partner,10,12,1.347735,0.2259662,20522_20277,A,A_20277,A_20522_20277,0,92,brood,72,38.8332
20522,20277,Female,Partner,10,12,1.347735,0.2259662,20522_20277,A,A_20277,A_20522_20277,0,97,brood,42.33333333,56.16672
20539,21402,Male,Logger,10,11,0.1919811,1.046927,20539_21402,A,A_21402,A_20539_21402,0,112,brood,52.83333333,70.16666667
20539,21402,Male,Logger,10,11,0.1919811,1.046927,20539_21402,A,A_21402,A_20539_21402,0,101,brood,68.33333333,66.83333333
20539,21402,Male,Logger,10,11,0.1919811,1.046927,20539_21402,A,A_21402,A_20539_21402,0,107,brood,49.83333333,75.5
20539,21402,Male,Logger,10,11,0.1919811,1.046927,20539_21402,A,A_21402,A_20539_21402,0,96,brood,53.33333333,73.66666667
20582,20593,Female,Partner,10,10,1.014402,0.2904716,20582_20593,A,A_20593,A_20582_20593,0,105,brood,140.8333333,54.83352
20582,20593,Female,Partner,10,10,1.014402,0.2904716,20582_20593,A,A_20593,A_20582_20593,0,92,brood,83.33333333,70.3332
20582,20593,Female,Partner,10,10,1.014402,0.2904716,20582_20593,A,A_20593,A_20582_20593,0,98,brood,103.6666667,74.83344
20582,20593,Female,Partner,10,10,1.014402,0.2904716,20582_20593,A,A_20593,A_20582_20593,0,114,brood,165.5,73.6668
20593,20582,Male,Logger,10,10,0.2904716,1.014402,20593_20582,A,A_20582,A_20593_20582,0,103,brood,54.83361111,103.6666667
20593,20582,Male,Logger,10,10,0.2904716,1.014402,20593_20582,A,A_20582,A_20593_20582,0,111,brood,73.66666667,140.8333333
20593,20582,Male,Logger,10,10,0.2904716,1.014402,20593_20582,A,A_20582,A_20593_20582,0,95,brood,74.83333333,83.33333333
21278,12576,Female,Logger,8,17,0.3498411,0.09089471,21278_12576,A,A_12576,A_21278_12576,1,105,brood,59.00027778,105.1666667
21278,12576,Female,Logger,8,17,0.3498411,0.09089471,21278_12576,A,A_12576,A_21278_12576,1,99,brood,39.33333333,53.5
21278,12576,Female,Logger,8,17,0.3498411,0.09089471,21278_12576,A,A_12576,A_21278_12576,1,95,brood,46.33333333,48.33333333
21278,12576,Female,Logger,8,17,0.3498411,0.09089471,21278_12576,A,A_12576,A_21278_12576,1,112,brood,65.83333333,105.1666667
21326,20283,Female,Partner,8,12,0.288892,0.2904716,21326_20283,A,A_20283,A_21326_20283,1,116,brood,94.5,48.33336
21326,20283,Female,Partner,8,12,0.288892,0.2904716,21326_20283,A,A_20283,A_21326_20283,1,101,brood,116,111.50016
21326,20283,Female,Partner,8,12,0.288892,0.2904716,21326_20283,A,A_20283,A_21326_20283,1,111,brood,73.33333333,124.5
21402,20539,Female,Partner,11,10,1.046927,0.1919811,21402_20539,A,A_20539,A_21402_20539,0,98,brood,66.83333333,53.33328
21402,20539,Female,Partner,11,10,1.046927,0.1919811,21402_20539,A,A_20539,A_21402_20539,0,93,brood,73.66666667,21.33336
21402,20539,Female,Partner,11,10,1.046927,0.1919811,21402_20539,A,A_20539,A_21402_20539,0,114,brood,66.16666667,52.83336
21402,20539,Female,Partner,11,10,1.046927,0.1919811,21402_20539,A,A_20539,A_21402_20539,0,109,brood,70.16666667,49.83336
21402,20539,Female,Partner,11,10,1.046927,0.1919811,21402_20539,A,A_20539,A_21402_20539,0,104,brood,75.5,68.33328
21683,18913,Male,Partner,16,16,0,3.277168,21683_18913,A,A_18913,A_21683_18913,0,110,brood,69.666672,45.83328
21683,18913,Male,Partner,16,16,0,3.277168,21683_18913,A,A_18913,A_21683_18913,0,103,brood,72.16668,49.00008
21683,18913,Male,Partner,16,16,0,3.277168,21683_18913,A,A_18913,A_21683_18913,0,107,brood,33.16666667,24.83328
21683,18913,Male,Partner,16,16,0,3.277168,21683_18913,A,A_18913,A_21683_18913,0,98,brood,67.33332,51
21683,18913,Male,Partner,16,16,0,3.277168,21683_18913,A,A_18913,A_21683_18913,0,90,brood,17.83333333,1.00008
21683,18913,Male,Partner,16,16,0,3.277168,21683_18913,A,A_18913,A_21683_18913,0,114,brood,47.83333333,22.5
21683,18913,Male,Partner,16,16,0,3.277168,21683_18913,A,A_18913,A_21683_18913,0,93,brood,76,43.33344
23253,25257,Male,Logger,25,26,1.349841,0.5092567,23253_25257,A,A_25257,A_23253_25257,0,101,brood,98,74.33333333
23253,25257,Male,Logger,25,26,1.349841,0.5092567,23253_25257,A,A_25257,A_23253_25257,0,110,brood,59.16666667,123
23268,9117,Female,Partner,21,25,3.038892,1.049124,23268_9117,A,A_9117,A_23268_9117,1,107,brood,50.33333333,72.83328
23268,9117,Female,Partner,21,25,3.038892,1.049124,23268_9117,A,A_9117,A_23268_9117,1,110,brood,27.5,24.16656
23268,9117,Female,Partner,21,25,3.038892,1.049124,23268_9117,A,A_9117,A_23268_9117,1,96,brood,68.33333333,75.50016
23268,9117,Female,Partner,21,25,3.038892,1.049124,23268_9117,A,A_9117,A_23268_9117,1,101,brood,72.83333333,45.49992
23268,9117,Female,Partner,21,25,3.038892,1.049124,23268_9117,A,A_9117,A_23268_9117,1,114,brood,107.1666667,60
25257,23253,Female,Partner,26,25,0.5092567,1.349841,25257_23253,A,A_23253,A_25257_23253,0,113,brood,61.83333333,59.16672
25257,23253,Female,Partner,26,25,0.5092567,1.349841,25257_23253,A,A_23253,A_25257_23253,0,105,brood,123,97.99992
25257,23253,Female,Partner,26,25,0.5092567,1.349841,25257_23253,A,A_23253,A_25257_23253,0,98,brood,74.33333333,65.8332
25259,11723,Male,Logger,22,21,0.4426708,-0.05122678,25259_11723,A,A_11723,A_25259_11723,0,106,brood,51.33333333,52.83333333
25259,11723,Male,Logger,22,21,0.4426708,-0.05122678,25259_11723,A,A_11723,A_25259_11723,0,95,brood,70.83333333,66.5
25259,11723,Male,Logger,22,21,0.4426708,-0.05122678,25259_11723,A,A_11723,A_25259_11723,0,101,brood,69.99972222,72.83333333
25259,11723,Male,Logger,22,21,0.4426708,-0.05122678,25259_11723,A,A_11723,A_25259_11723,0,111,brood,96,68.83333333
25453,11725,Female,Partner,19,21,3.157011,0.3946664,25453_11725,A,A_11725,A_25453_11725,0,101,brood,65,48.49992
25453,11725,Female,Partner,19,21,3.157011,0.3946664,25453_11725,A,A_11725,A_25453_11725,0,105,brood,54.16666667,29.16672
25453,11725,Female,Partner,19,21,3.157011,0.3946664,25453_11725,A,A_11725,A_25453_11725,0,112,brood,46.66666667,111.16656
25453,11725,Female,Partner,19,21,3.157011,0.3946664,25453_11725,A,A_11725,A_25453_11725,0,93,brood,27.33333333,90.49992
25453,11725,Female,Partner,19,21,3.157011,0.3946664,25453_11725,A,A_11725,A_25453_11725,0,117,brood,50.16666667,74.33352
25453,11725,Female,Partner,19,21,3.157011,0.3946664,25453_11725,A,A_11725,A_25453_11725,0,96,brood,77.33333333,40.66656
27665,19519,Female,Partner,26,14,2.948773,0.4502542,27665_19519,A,A_19519,A_27665_19519,0,96,brood,17,33.33312
27665,19519,Female,Partner,26,14,2.948773,0.4502542,27665_19519,A,A_19519,A_27665_19519,0,113,brood,50.83333333,22.00008
27665,19519,Female,Partner,26,14,2.948773,0.4502542,27665_19519,A,A_19519,A_27665_19519,0,108,brood,96.5,28.83336
27665,19519,Female,Partner,26,14,2.948773,0.4502542,27665_19519,A,A_19519,A_27665_19519,0,98,brood,95.16666667,22.16664
27665,19519,Female,Partner,26,14,2.948773,0.4502542,27665_19519,A,A_19519,A_27665_19519,0,104,brood,67.66666667,55.16664
27759,11727,Female,Logger,19,21,2.729198,0.425052,27759_11727,A,A_11727,A_27759_11727,0,99,brood,44.33361111,76
27759,11727,Female,Logger,19,21,2.729198,0.425052,27759_11727,A,A_11727,A_27759_11727,0,93,brood,74.16666667,50
27759,11727,Female,Logger,19,21,2.729198,0.425052,27759_11727,A,A_11727,A_27759_11727,0,104,brood,58.83333333,66.16666667
28455,10854,Female,Partner,20,23,3.519807,2.469864,28455_10854,A,A_10854,A_28455_10854,0,101,brood,13.5,43.33344
28455,10854,Female,Partner,20,23,3.519807,2.469864,28455_10854,A,A_10854,A_28455_10854,0,96,brood,74.83333333,88.5
28455,10854,Female,Partner,20,23,3.519807,2.469864,28455_10854,A,A_10854,A_28455_10854,0,111,brood,70.16666667,15.66672
28455,10854,Female,Partner,20,23,3.519807,2.469864,28455_10854,A,A_10854,A_28455_10854,0,107,brood,12.83333333,22.6668
28455,10854,Female,Partner,20,23,3.519807,2.469864,28455_10854,A,A_10854,A_28455_10854,0,110,brood,12.5,57.33336
28455,10854,Female,Partner,20,23,3.519807,2.469864,28455_10854,A,A_10854,A_28455_10854,0,103,brood,70.833336,37.66656
9117,23268,Male,Logger,25,21,1.049124,3.038892,9117_23268,A,A_23268,A_9117_23268,1,104,brood,72.83333333,72.83333333
9117,23268,Male,Logger,25,21,1.049124,3.038892,9117_23268,A,A_23268,A_9117_23268,1,111,brood,60,27.5
9117,23268,Male,Logger,25,21,1.049124,3.038892,9117_23268,A,A_23268,A_9117_23268,1,109,brood,24.16666667,50.33333333
9117,23268,Male,Logger,25,21,1.049124,3.038892,9117_23268,A,A_23268,A_9117_23268,1,99,brood,45.5,68.33333333
11232,11841,Female,Logger,23,21,3.462843,1.639227,11232_11841,B,B_11841,B_11232_11841,0,100,brood,28.16694444,88.66666667
11232,11841,Female,Logger,23,21,3.462843,1.639227,11232_11841,B,B_11841,B_11232_11841,0,93,brood,72.33333333,107.6666667
11232,11841,Female,Logger,23,21,3.462843,1.639227,11232_11841,B,B_11841,B_11232_11841,0,115,brood,16.33333333,55.5
11232,11841,Female,Logger,23,21,3.462843,1.639227,11232_11841,B,B_11841,B_11232_11841,0,106,brood,15.16666667,33.66666667
11232,11841,Female,Logger,23,21,3.462843,1.639227,11232_11841,B,B_11841,B_11232_11841,0,103,brood,38.66694444,47.33333333
11232,11841,Female,Logger,23,21,3.462843,1.639227,11232_11841,B,B_11841,B_11232_11841,0,109,brood,85.66666667,57.83333333
11232,11841,Female,Logger,23,21,3.462843,1.639227,11232_11841,B,B_11841,B_11232_11841,0,88,brood,14.5,21.33333333
11333,27863,Male,Logger,23,24,1.79312,3.087776,11333_27863,B,B_27863,B_11333_27863,0,99,brood,47.5,52
11333,27863,Male,Logger,23,24,1.79312,3.087776,11333_27863,B,B_27863,B_11333_27863,0,104,brood,75.16666667,66.66666667
11333,27863,Male,Logger,23,24,1.79312,3.087776,11333_27863,B,B_27863,B_11333_27863,0,113,brood,26.16666667,144.8333333
11658,27875,Male,Logger,22,21,3.231898,3.668077,11658_27875,B,B_27875,B_11658_27875,0,114,brood,49,92
11658,27875,Male,Logger,22,21,3.231898,3.668077,11658_27875,B,B_27875,B_11658_27875,0,102,brood,41.83333333,126.5
11658,27875,Male,Logger,22,21,3.231898,3.668077,11658_27875,B,B_27875,B_11658_27875,0,108,brood,53.16666667,95
11841,11232,Male,Partner,21,23,1.639227,3.462843,11841_11232,B,B_11232,B_11841_11232,0,96,brood,88.66666667,72.33336
11841,11232,Male,Partner,21,23,1.639227,3.462843,11841_11232,B,B_11232,B_11841_11232,0,105,brood,33.66666667,38.66688
11841,11232,Male,Partner,21,23,1.639227,3.462843,11841_11232,B,B_11232,B_11841_11232,0,116,brood,57.83333333,16.33344
11841,11232,Male,Partner,21,23,1.639227,3.462843,11841_11232,B,B_11232,B_11841_11232,0,89,brood,107.6666667,14.50008
11841,11232,Male,Partner,21,23,1.639227,3.462843,11841_11232,B,B_11232,B_11841_11232,0,113,brood,55.5,85.66656
11841,11232,Male,Partner,21,23,1.639227,3.462843,11841_11232,B,B_11232,B_11841_11232,0,107,brood,57.83333333,15.1668
11841,11232,Male,Partner,21,23,1.639227,3.462843,11841_11232,B,B_11232,B_11841_11232,0,101,brood,47.33333333,28.16688
12029,18959,Male,Logger,20,17,3.483334,3.37567,12029_18959,B,B_18959,B_12029_18959,0,101,brood,48,77.5
12029,18959,Male,Logger,20,17,3.483334,3.37567,12029_18959,B,B_18959,B_12029_18959,0,90,brood,46.83333333,53.33333333
12029,18959,Male,Logger,20,17,3.483334,3.37567,12029_18959,B,B_18959,B_12029_18959,0,105,brood,44.33333333,48.66666667
12029,18959,Male,Logger,20,17,3.483334,3.37567,12029_18959,B,B_18959,B_12029_18959,0,108,brood,25.66666667,31.66666667
